checkId,name,category,collector,nist80053,matchQuality,autoScfPrimary,autoScfDomain,autoScfControlName,autoScfWeighting,autoScfAdditional,unmatchedNist,manualOverridePrimary,manualOverrideAdditional,reviewNotes
TEAMS-MEETING-004,Ensure users dialing in can't bypass the lobby,MEETING,Teams,SC-15a,FULL,END-14,Endpoint Security,Does the organization unplug or prohibit the remote activation of collaborative computing devices with the following exc,9,,,,,
TEAMS-MEETING-006,Ensure meeting chat does not allow anonymous users,MEETING,Teams,SC-15a;AC-3,FULL,END-14,Endpoint Security,Does the organization unplug or prohibit the remote activation of collaborative computing devices with the following exc,9,IAC-20;TDA-18;NET-12,,,,
TEAMS-MEETING-007,Ensure only organizers and co-organizers can present,MEETING,Teams,AC-3;AC-21a,FULL,DCH-14,Data Classification & Handling,Does the organization utilize a process to assist users in making information sharing decisions to ensure data is approp,9,PRI-07;IAC-20;NET-12;TDA-18,,,,
TEAMS-MEETING-005,Ensure external participants can't give or request control,MEETING,Teams,AC-17a,FULL,NET-14,Network Security,"Does the organization define, control and review organization-approved, secure remote access methods?",10,,,,,
TEAMS-MEETING-008,Ensure external meeting chat is off,MEETING,Teams,CM-7;SC-7(10),FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,NET-03.5;NET-17,,,,
TEAMS-MEETING-009,Ensure meeting recording is off by default,MEETING,Teams,CM-7,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,,,,,
TEAMS-REPORTING-001,Ensure users can report security concerns in Teams,REPORTING,Teams,SI-4(5);SI-4(12),FULL,MON-01.4,Continuous Monitoring,"Does the organization generate, monitor, correlate and respond to alerts from physical, cybersecurity, data protection a",7,MON-01.12;MON-05.1,,,,
POWERBI-GUEST-001,Ensure guest user access is restricted in Power BI,Guest Access,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
PBI-GUEST-001,Ensure guest user access is restricted in Power BI,GUEST,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
POWERBI-GUEST-002,Ensure external user invitations are restricted in Power BI,Guest Access,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
PBI-INVITE-001,Ensure external user invitations are restricted in Power BI,INVITE,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
PBI-CONTENT-001,Ensure guest access to content is restricted in Power BI,CONTENT,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
POWERBI-GUEST-003,Ensure guest access to content is restricted in Power BI,Guest Access,PowerBI,CM-7;AC-6,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-21;IAC-20,,,,
POWERBI-SHARING-001,Ensure 'Publish to web' is restricted in Power BI,Sharing,PowerBI,CM-7;SC-7(10),FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,NET-03.5;NET-17,,,,
PBI-PUBLISH-001,Ensure 'Publish to web' is restricted in Power BI,PUBLISH,PowerBI,CM-7;SC-7(10),FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,NET-03.5;NET-17,,,,
PBI-SCRIPT-001,Ensure 'Interact with and share R and Python' visuals is 'Disabled' in Power BI,SCRIPT,PowerBI,CM-7;SI-3,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,END-04;END-04.4;END-04.1;VPM-01;VPM-05,,,,
POWERBI-SHARING-002,Ensure 'Interact with and share R and Python' visuals is 'Disabled' in Power BI,Sharing,PowerBI,CM-7;SI-3,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,END-04;END-04.4;END-04.1;VPM-01;VPM-05,,,,
POWERBI-INFOPROT-001,Ensure 'Allow users to apply sensitivity labels for content' is 'Enabled' in Power BI,Information Protection,PowerBI,AC-3;SC-7(10),FULL,NET-03.5,Network Security,Does the organization use automated mechanisms to prevent the unauthorized exfiltration of sensitive/regulated data acro,5,NET-17;IAC-20;NET-12;TDA-18,,,,
PBI-LABELS-001,Ensure 'Allow users to apply sensitivity labels for content' is 'Enabled' in Power BI,LABELS,PowerBI,AC-3;SC-7(10),FULL,NET-03.5,Network Security,Does the organization use automated mechanisms to prevent the unauthorized exfiltration of sensitive/regulated data acro,5,NET-17;IAC-20;NET-12;TDA-18,,,,
POWERBI-SHARING-003,Ensure shareable links are restricted in Power BI,Sharing,PowerBI,AC-21b;SC-7(10),FULL,NET-03.5,Network Security,Does the organization use automated mechanisms to prevent the unauthorized exfiltration of sensitive/regulated data acro,5,DCH-14;PRI-07;NET-17,,,,
PBI-LINK-001,Ensure shareable links are restricted in Power BI,LINK,PowerBI,AC-21b;SC-7(10),FULL,NET-03.5,Network Security,Does the organization use automated mechanisms to prevent the unauthorized exfiltration of sensitive/regulated data acro,5,DCH-14;PRI-07;NET-17,,,,
POWERBI-SHARING-004,Ensure enabling of external data sharing is restricted in Power BI,Sharing,PowerBI,CM-7;SC-7(10),FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,NET-03.5;NET-17,,,,
PBI-SHARING-001,Ensure enabling of external data sharing is restricted in Power BI,SHARING,PowerBI,CM-7;SC-7(10),FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,NET-03.5;NET-17,,,,
PBI-AUTH-001,Ensure 'Block ResourceKey Authentication' is 'Enabled' in Power BI,AUTH,PowerBI,CM-7;IA-5g,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-10.8;IAC-10,,,,
POWERBI-AUTH-001,Ensure 'Block ResourceKey Authentication' is 'Enabled' in Power BI,Authentication,PowerBI,CM-7;IA-5g,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,IAC-10.8;IAC-10,,,,
PBI-API-001,Ensure access to APIs by Service Principals is restricted in Power BI,API,PowerBI,AC-4;AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,NET-04,,,,
POWERBI-AUTH-002,Ensure access to APIs by Service Principals is restricted in Power BI,Authentication,PowerBI,AC-4;AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,NET-04,,,,
POWERBI-AUTH-003,Ensure Service Principals cannot create and use profiles in Power BI,Authentication,PowerBI,AC-4;AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,NET-04,,,,
PBI-PROFILE-001,Ensure Service Principals cannot create and use profiles in Power BI,PROFILE,PowerBI,AC-4;AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,NET-04,,,,
ENTRA-SSPR-002,SSPR enabled for admin accounts,SSPR,Entra,IA-5;AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-10.8;IAC-10,,,,
ENTRA-ROLEGROUP-001,Unprotected groups in privileged role assignments,ROLEGROUP,StrykerReadiness,AC-6(7);AC-2(7),FULL,IAC-08,Identification & Authentication,"Does the organization enforce Role-Based Access Control (RBAC) for Technology Assets, Applications, Services and/or Data",9,IAC-17,,,,
ENTRA-PIM-010,No admin notification on Tier-0 role activation,PIM,Entra,AU-6;IR-5,FULL,MON-02.6,Continuous Monitoring,"Does the organization adjust the level of audit review, analysis and reporting based on evolving threat information from",5,IRO-09;MON-02,,,,
ENTRA-STALEADMIN-001,Admin accounts inactive for more than 90 days,STALEADMIN,StrykerReadiness,AC-2(3);AC-2,FULL,IAC-15,Identification & Authentication,"Does the organization proactively govern account management of individual, group, system, service, application, guest an",10,IAC-07.2;IAC-15.3;NET-12;TDA-18,,,,
FORMS-CONFIG-003,Ensure external users cannot view form results,CONFIG,Forms,AC-3;AC-22,FULL,DCH-15,Data Classification & Handling,Does the organization control publicly-accessible content?,10,IAC-20;TDA-18;NET-12,,,,
INTUNE-RBAC-001,RBAC role assignments without scope tags,RBAC,StrykerReadiness,AC-6(1);AC-6(2),FULL,IAC-21.1,Identification & Authentication,Does the organization limit access to security functions to explicitly-authorized privileged users?,9,IAC-21.2,,,,
FORMS-CONFIG-005,Ensure respondent identity recording is enabled by default,CONFIG,Forms,AU-2;AU-3,FULL,MON-01.8,Continuous Monitoring,Does the organization review event logs on an ongoing basis and escalate incidents in accordance with established timeli,10,MON-03;CFG-02.1;MON-02;CFG-02,,,,
FORMS-CONFIG-006,Ensure Bing image and video search is disabled in Forms,CONFIG,Forms,SC-7;AC-22,FULL,DCH-15,Data Classification & Handling,Does the organization control publicly-accessible content?,10,NET-03,,,,
INTUNE-MAA-001,Multi-Admin Approval not enabled for destructive operations,MAA,StrykerReadiness,AC-3(2);CM-5(1),FULL,CHG-04.1,Change Management,Does the organization perform after-the-fact reviews of configuration change logs to discover any unauthorized changes?,3,IAC-20.5;HRS-12.1,,,,
INTUNE-WIPEAUDIT-001,Mass device wipe activity detected (attack indicator),WIPEAUDIT,StrykerReadiness,AU-6;IR-4;SI-4,FULL,MON-02.6,Continuous Monitoring,"Does the organization adjust the level of audit review, analysis and reporting based on evolving threat information from",5,IRO-02;MON-01;MON-02;TDA-18;NET-12,,,,
PURVIEW-RETENTION-003,Ensure Teams is covered by a retention policy,CONFIG,PurviewRetention,AU-11;SI-12,FULL,MON-10,Continuous Monitoring,Does the organization retain event logs for a time period consistent with records retention requirements to provide supp,10,DCH-18;PRI-05,,,,
PURVIEW-RETENTION-002,Ensure Exchange is covered by a retention policy,CONFIG,PurviewRetention,AU-11;SI-12,FULL,MON-10,Continuous Monitoring,Does the organization retain event logs for a time period consistent with records retention requirements to provide supp,10,DCH-18;PRI-05,,,,
ENTRA-PIM-009,Permanent eligible assignments allowed for Tier-0 roles,PIM,Entra,AC-2(2);AC-2(3),FULL,IAC-15.2,Identification & Authentication,Does the organization use automated mechanisms to disable or remove temporary and emergency accounts after an organizati,9,IAC-15.3,,,,
PURVIEW-RETENTION-004,Ensure SharePoint/OneDrive is covered by a retention policy,CONFIG,PurviewRetention,AU-11;SI-12,FULL,MON-10,Continuous Monitoring,Does the organization retain event logs for a time period consistent with records retention requirements to provide supp,10,DCH-18;PRI-05,,,,
ENTRA-PIM-008,MFA not required on Tier-0 role activation,PIM,Entra,IA-2(1);AC-6(5),FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-06.3;IAC-10.7;IAC-06.2;IAC-06;IAC-06.1,,,,
ENTRA-ENTAPP-002,Inactive apps with credentials (no sign-in > 90 days),ENTAPP,EntApp,AC-2(3);IA-5,FULL,IAC-15.3,Identification & Authentication,Does the organization use automated mechanisms to disable inactive accounts after an organization-defined time period?,10,IAC-10.8;IAC-10,,,,
ENTRA-PIM-006,Tier-0 role activation duration exceeds 4 hours,PIM,Entra,AC-2(2);AC-6(1),FULL,IAC-15.2,Identification & Authentication,Does the organization use automated mechanisms to disable or remove temporary and emergency accounts after an organizati,9,IAC-21.1,,,,
ENTRA-SECDEFAULT-001,Security Defaults Enabled,SECDEFAULT,Entra,AC-2;IA-2,FULL,IAC-02,Identification & Authentication,"Does the organization uniquely identify and centrally Authenticate, Authorize and Audit (AAA) organizational users and p",9,IAC-15;IAC-07.2;NET-12;TDA-18,,,,
ENTRA-APPREG-001,Users Can Register Applications,APPREG,Entra,CM-7,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,,,,,
ENTRA-GUEST-003,Guest User Count,GUEST,Entra,AC-2,FULL,IAC-07.2,Identification & Authentication,"Does the organization revoke user access rights in a timely manner, upon termination of employment or contract?",10,IAC-15;TDA-18;NET-12,,,,
ENTRA-CA-002,Conditional Access Policy Count,CA,Entra,AC-3,FULL,IAC-20,Identification & Authentication,"Does the organization enforce Logical Access Control (LAC) permissions that conform to the principle of ""least privilege",10,TDA-18;NET-12,,,,
ENTRA-CA-003,Enabled Conditional Access Policies,CA,Entra,AC-3,FULL,IAC-20,Identification & Authentication,"Does the organization enforce Logical Access Control (LAC) permissions that conform to the principle of ""least privilege",10,TDA-18;NET-12,,,,
ENTRA-PASSWORD-003,Smart Lockout Threshold,PASSWORD,Entra,AC-7,FULL,IAC-22,Identification & Authentication,Does the organization enforce a limit for consecutive invalid login attempts by a user during an organization-defined ti,9,,,,,
ENTRA-PASSWORD-004,Custom Banned Password Count,PASSWORD,Entra,IA-5,FULL,IAC-10.8,Identification & Authentication,Does the organization ensure default authenticators are changed as part of account creation or system installation?,10,IAC-10,,,,
SPO-SYNC-002,Mac Sync App Enabled,SYNC,SharePoint,CM-8,FULL,AST-02.3,Asset Management,Does the organization establish and maintain an authoritative source and repository to provide a trusted source and acco,2,AST-02,,,,
SPO-LOOP-001,Loop Components Enabled,LOOP,SharePoint,CM-8,FULL,AST-02.3,Asset Management,Does the organization establish and maintain an authoritative source and repository to provide a trusted source and acco,2,AST-02,,,,
SPO-LOOP-002,OneDrive Loop Sharing,LOOP,SharePoint,CM-8,FULL,AST-02.3,Asset Management,Does the organization establish and maintain an authoritative source and repository to provide a trusted source and acco,2,AST-02,,,,
TEAMS-APPS-001,Chat Resource-Specific Consent Enabled,APPS,Teams,CM-7,FULL,CFG-03,Configuration Management,Does the organization configure systems to provide only essential capabilities by specifically prohibiting or restrictin,10,,,,,
TEAMS-INFO-001,Teams Workload Active,INFO,Teams,CM-8,FULL,AST-02.3,Asset Management,Does the organization establish and maintain an authoritative source and repository to provide a trusted source and acco,2,AST-02,,,,
CA-RISKPOLICY-001,CA policy combines sign-in risk and user risk (anti-pattern),RISKPOLICY,CAEvaluator,AC-7;SI-4,FULL,IAC-22,Identification & Authentication,Does the organization enforce a limit for consecutive invalid login attempts by a user during an organization-defined ti,9,MON-01;MON-02;TDA-18;NET-12,,,,
ENTRA-PIM-007,Justification not required on Tier-0 role activation,PIM,Entra,AC-2(4);AU-2,FULL,IAC-15.4,Identification & Authentication,"Does the organization use automated mechanisms to audit account creation, modification, enabling, disabling and removal ",5,MON-01.8;MON-03;CFG-02.1;MON-02;CFG-02,,,,
CA-ROLECOVERAGE-001,CA policies targeting directory roles miss active Tier-0 roles,ROLECOVERAGE,CAEvaluator,AC-6(5);AC-3,FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-20;TDA-18;NET-12,,,,
ENTRA-ENTAPP-001,Enabled apps with client credentials (secrets or certificates),ENTAPP,EntApp,IA-5;CM-6,FULL,CFG-02.7,Configuration Management,"Does the organization document, assess risk and approve or deny deviations to standardized configurations?",9,IAC-10.8;IAC-10;CFG-02,,,,
ENTRA-ENTAPP-003,Foreign apps with dangerous application permissions,ENTAPP,EntApp,AC-6(1);AC-6(5);SA-9,FULL,IAC-21.1,Identification & Authentication,Does the organization limit access to security functions to explicitly-authorized privileged users?,9,IAC-21.3;TPM-04,,,,
ENTRA-ENTAPP-004,Foreign apps with dangerous delegated permissions,ENTAPP,EntApp,AC-6(1);SA-9,FULL,IAC-21.1,Identification & Authentication,Does the organization limit access to security functions to explicitly-authorized privileged users?,9,TPM-04,,,,
ENTRA-ENTAPP-005,Foreign apps with Entra directory roles,ENTAPP,EntApp,AC-6(5);SA-9;AC-2,FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-15;IAC-07.2;TPM-04;NET-12;TDA-18,,,,
ENTRA-ENTAPP-006,Apps with excessive permission count (>10 application permissions),ENTAPP,EntApp,AC-6;AC-6(1),FULL,IAC-21.1,Identification & Authentication,Does the organization limit access to security functions to explicitly-authorized privileged users?,9,IAC-21;IAC-20,,,,
ENTRA-ENTAPP-007,App instance property lock not enabled,ENTAPP,EntApp,CM-6;CM-7,FULL,CFG-02.7,Configuration Management,"Does the organization document, assess risk and approve or deny deviations to standardized configurations?",9,CFG-03;CFG-02,,,,
ENTRA-ENTAPP-008,Managed identities with dangerous application permissions,ENTAPP,EntApp,AC-6;AC-6(1),FULL,IAC-21.1,Identification & Authentication,Does the organization limit access to security functions to explicitly-authorized privileged users?,9,IAC-21;IAC-20,,,,
ENTRA-ENTAPP-009,Managed identities with Entra directory roles,ENTAPP,EntApp,AC-6(5);AC-2,FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-15;IAC-07.2;NET-12;TDA-18,,,,
ENTRA-GROUP-004,Dynamic groups with user-controllable membership rules in privileged contexts,GROUP,Entra,AC-6;AC-2,FULL,IAC-15,Identification & Authentication,"Does the organization proactively govern account management of individual, group, system, service, application, guest an",10,IAC-07.2;IAC-21;IAC-20;NET-12;TDA-18,,,,
ENTRA-GROUP-005,Sensitive groups not protected with role-assignable flag,GROUP,Entra,AC-6(5);AC-3,FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-20;TDA-18;NET-12,,,,
ENTRA-GROUP-006,Public M365 groups count,GROUP,Entra,AC-3;AC-4,FULL,NET-04,Network Security,Does the organization implement and govern Access Control Lists (ACLs) to provide data flow enforcement that explicitly ,10,IAC-20;TDA-18;NET-12,,,,
ENTRA-HYBRID-002,On-premises synced users holding Tier-0/1 Entra roles,HYBRID,Entra,AC-6(5);AC-2,FULL,IAC-21.3,Identification & Authentication,Does the organization restrict the assignment of privileged accounts to management-approved personnel and/or roles?,10,IAC-15;IAC-07.2;NET-12;TDA-18,,,,
ENTRA-MFA-002,Percentage of users without MFA method registered,MFA,Entra,IA-2(1);IA-2(2),FULL,IAC-06.3,Identification & Authentication,Does the organization utilize Multi-Factor Authentication (MFA) to authenticate local access for privileged accounts?,5,IAC-10.7;IAC-06.2;IAC-06;IAC-06.1;IAC-06.4,,,,
ENTRA-APPS-002,App registrations with dangerous Intune write permissions,APPS,StrykerReadiness,AC-6(10);CM-7(5),FULL,IAC-21.5,Identification & Authentication,"Does the organization prevent non-privileged users from executing privileged functions to include disabling, circumventi",9,CFG-03.3,,,,
PURVIEW-RETENTION-005,Ensure all retention policies are in Enforce mode,CONFIG,PurviewRetention,AU-11;CM-3,FULL,CHG-01,Change Management,Does the organization facilitate the implementation of a change management program?,10,MON-10;CHG-02,,,,
